"omm_id","Date","Tmax","Tmin","Precip","Nub","Sunabs","Solrad"
87585,2012-07-09,14,5.3,0,3,7.5,NA
87585,2012-07-10,11.5,4.3,1.5,3,5,NA
87585,2012-07-11,12,0.2,2.1,4,6.1,NA
87585,2012-07-12,13.4,4.1,0,3,6.4,NA
87585,2012-07-13,17.5,6.4,0,2,6.7,NA
87585,2012-07-14,13.3,3.6,0,2,8.1,NA
87585,2012-07-15,9.2,2.1,0,6,1.4,NA
87585,2012-07-16,10.9,3.3,0,4,6.6,NA
87585,2012-07-17,15.1,0.4,0,0,8.1,NA
87585,2012-07-18,18,4.9,0,3,8,NA
87585,2012-07-19,20,6,0,3,7.9,NA
87585,2012-07-20,19.2,9,0,7,6.3,NA
87585,2012-07-21,20,9.9,0,5,6.9,NA
87585,2012-07-22,14.5,5,0,1,7.5,NA
87585,2012-07-23,10.6,7.5,0,4,3.2,NA
87585,2012-07-24,14.5,5.4,0,1,8.2,NA
87585,2012-07-25,14.5,1,0,0,8.4,NA
87585,2012-07-26,16.7,5.8,0,0,8.1,NA
87585,2012-07-27,11.2,1.6,0,0,7.5,NA
87585,2012-07-28,19.2,5.2,0,1,7.7,NA
87585,2012-07-29,14.2,5.7,0,2,8.4,NA
87585,2012-07-30,12.8,0.1,0,0,8,NA
87585,2012-07-31,14.6,7.5,3.1,6,1.1,NA
87585,2012-08-01,14,9.7,0.1,7,0.2,NA
87585,2012-08-02,13.1,8.3,48.9,7,0.1,NA
87585,2012-08-03,11.6,9.7,18.8,8,0,NA
87585,2012-08-04,12.6,8,0,7,0,NA
87585,2012-08-05,16,7.8,0,7,5.8,NA
87585,2012-08-06,15.9,7.3,0.2,6,0.5,NA
87585,2012-08-07,18.4,12.1,13,8,1.6,NA
87585,2012-08-08,16.8,10.8,0.4,8,0,NA
87585,2012-08-09,16.2,10.9,0,6,0,NA
87585,2012-08-10,21.8,9.9,0,4,6.3,NA
87585,2012-08-11,16.3,14.1,31,6,0,NA
87585,2012-08-12,18,9.6,0,5,7.5,NA
87585,2012-08-13,18,4,3,3,8,NA
87585,2012-08-14,15.5,10.9,48.1,8,0,NA
87585,2012-08-15,17.7,14.2,1,8,0,NA
87585,2012-08-16,15.6,13.5,1.5,8,0,NA
87585,2012-08-17,18,14,52.5,7,0,NA
87585,2012-08-18,18.2,14,0.6,8,0,NA
87585,2012-08-19,20,9.5,0,2,8.6,NA
87585,2012-08-20,16,12.9,0.1,8,0,NA
87585,2012-08-21,19.5,11.4,0,6,6.1,NA
87585,2012-08-22,23.8,13.7,0,5,8.3,NA
87585,2012-08-23,27.9,20.9,8.7,5,5.3,NA
87585,2012-08-24,21.6,9.6,0.5,8,0,NA
87585,2012-08-25,12.5,4.4,0,3,6.8,NA
87585,2012-08-26,10.8,3.3,0,4,5.6,NA
87585,2012-08-27,13.7,3.6,0,1,6.9,NA
87585,2012-08-28,15.5,4.3,0,2,7.5,NA
87585,2012-08-29,17,10.6,0,5,6.5,NA
87585,2012-08-30,20.4,11.8,0,5,6.9,NA
87585,2012-08-31,23.5,10.1,0,0,8.2,NA
87585,2012-09-01,24.8,11.2,0,4,8.2,NA
87585,2012-09-02,26,10.9,0,2,8.5,NA
87585,2012-09-03,17.9,9.9,0,5,4.7,NA
87585,2012-09-04,16.5,12.1,1.3,8,1.4,NA
87585,2012-09-05,13.9,11.6,0,8,0,NA
87585,2012-09-06,15,10,23,8,0,NA
87585,2012-09-07,17.9,13.8,4.5,8,0,NA
87585,2012-09-08,22,12.3,0,4,8.2,NA
87585,2012-09-09,17.9,8.5,0,2,7.3,NA
87585,2012-09-10,17.8,7.8,0,2,7.7,NA
87585,2012-09-11,21.5,11.9,0,3,8.5,NA
87585,2012-09-12,26.5,12.1,0,2,7.5,NA
87585,2012-09-13,24.9,15.1,0,0,8.7,NA
87585,2012-09-14,24.7,16,0,0,8.8,NA
87585,2012-09-15,25.5,15.5,0,5,4.4,NA
87585,2012-09-16,21.5,15.3,0.3,5,8.1,NA
87585,2012-09-17,21,12.2,0,8,6,NA
87585,2012-09-18,18.3,11.8,49.5,8,1.5,NA
87585,2012-09-19,14.9,9.1,3.5,7,2.1,NA
87585,2012-09-20,20.8,7.5,1,3,5.9,NA
87585,2012-09-21,21.1,7.8,0,1,8.9,NA
87585,2012-09-22,22.6,7.6,0,0,9.5,NA
87585,2012-09-23,20.6,12.6,0,5,6,NA
87585,2012-09-24,18.5,11.1,0,6,6.2,NA
87585,2012-09-25,14.4,4.8,0,2,9.2,NA
87585,2012-09-26,14,3.6,0,0,9.3,NA
87585,2012-09-27,18.9,8.8,0,1,9.5,NA
87585,2012-09-28,19.9,13.2,0,6,2.2,NA
87585,2012-09-29,22.5,14.8,0,4,3.9,NA
87585,2012-09-30,24.6,14.6,0,3,7.8,NA
87585,2012-10-01,24.4,14.9,1.1,5,7.3,NA
87585,2012-10-02,17.2,14.1,15,8,0,NA
87585,2012-10-03,17.6,12.6,0,6,1,NA
87585,2012-10-04,19.8,8,0,3,9.4,NA
87585,2012-10-05,24.5,15.1,46,6,9.6,NA
87585,2012-10-06,22.5,16.2,0.2,7,1.9,NA
87585,2012-10-07,18.4,14.3,12.4,8,0,NA
87585,2012-10-08,21.6,15,0,8,0.5,NA
87585,2012-10-09,22.9,16.6,0,8,3.1,NA
87585,2012-10-10,17.4,8,0,5,7.8,NA
87585,2012-10-11,19.3,10,0,4,8.5,NA
87585,2012-10-12,23,13.8,0,1,9.8,NA
87585,2012-10-13,24.1,14.8,0,1,9.7,NA
87585,2012-10-14,25.1,16.3,0,4,7.5,NA
87585,2012-10-15,24.6,18.6,31.6,6,3.8,NA
87585,2012-10-16,19.9,12.9,10,8,0,NA
87585,2012-10-17,21.7,13.7,0,6,6.6,NA
87585,2012-10-18,20.5,10.1,2.9,2,8.6,NA
87585,2012-10-19,22,15.1,0.1,5,1.1,NA
87585,2012-10-20,23.5,13.2,0.4,3,4.2,NA
87585,2012-10-21,25.3,13,35.4,5,5.5,NA
87585,2012-10-22,20.5,14.4,15.7,8,0.5,NA
87585,2012-10-23,19.9,12.1,0,6,4.9,NA
87585,2012-10-24,24.7,10.2,0,3,9.3,NA
87585,2012-10-25,25.7,11.6,0,2,9.9,NA
87585,2012-10-26,28.4,17.9,0,3,9.8,NA
87585,2012-10-27,29.8,17.1,0,3,9.3,NA
87585,2012-10-28,26.6,17.8,90.8,5,8.7,NA
87585,2012-10-29,22.5,18.3,26.7,8,0,NA
87585,2012-10-30,23.5,15.5,0,7,7.4,NA
87585,2012-10-31,23.5,13.5,0,2,10.7,NA
87585,2012-11-01,28.6,14.6,0,3,10.1,NA
87585,2012-11-02,28.9,14.1,0,0,9.9,NA
87585,2012-11-03,31.2,18,0,4,10.6,NA
87585,2012-11-04,27.2,18.2,0,4,11,NA
87585,2012-11-05,33.1,20.6,0,2,12.2,NA
87585,2012-11-06,35.2,22.5,0,3,10.9,NA
87585,2012-11-07,35.2,24,0,3,11.6,NA
87585,2012-11-08,34.6,24.5,0,2,11.1,NA
87585,2012-11-09,31.2,14.4,80.9,6,2.8,NA
87585,2012-11-10,20.5,10.8,0,7,5.1,NA
87585,2012-11-11,21.3,12.8,0,5,6.7,NA
87585,2012-11-12,21.9,13.1,0,4,10.1,NA
87585,2012-11-13,22.9,11.2,0,3,11.2,NA
87585,2012-11-14,24.3,15.8,0,2,11.8,NA
87585,2012-11-15,24.8,17.5,0,1,11.9,NA
87585,2012-11-16,26.8,18.9,0,2,11.3,NA
87585,2012-11-17,28.4,20.4,1.3,4,10.2,NA
87585,2012-11-18,24.4,19.4,0.3,7,3.1,NA
87585,2012-11-19,29.8,16.9,0,3,8.8,NA
87585,2012-11-20,29.6,17.7,0,3,10.9,NA
87585,2012-11-21,32.6,21.3,6,6,8.3,NA
