Date,Tmax,Tmin,Precip,Sunabs,Nub,Solrad
1992-05-13,16.9,9.5,0,7.4,3,12.4764496546
1992-05-14,20.7,8,0,5.5,5,12.3508478124
1992-05-16,16.4,7.1,0,5.7,6,11.220431233
1992-05-17,20.8,9.5,0.2,5,4,11.0948293908
1992-05-18,14.3,7,0,7.9,2,11.974042286
1992-05-19,15.7,4.6,0,,0,13.606866234
1992-05-20,16.5,4,0,7,3,12.8532551811
1992-05-21,17.3,11.9,0,0.3,6,5.987021143
1992-05-22,16,9.1,0,5.5,2,11.8484404438
1992-05-23,15.3,3.5,0,,0,12.9788570232
1992-05-24,15.9,8.2,0,2.8,5,11.4716349173
1992-05-25,20.8,11.2,0,1.8,6,10.2156164957
1992-05-26,18.5,12.4,0.7,0,8,2.7632405275
1992-05-27,12.9,8,0,0.1,7,7.9966506175
1992-05-28,12.2,5.4,0,0.2,5,8.8758635127
1992-05-29,14.3,2,0,7.4,1,11.5972367595
1992-05-30,17.2,4.7,0,,0,12.0996441281
1992-05-31,17.4,7.2,0,,0,12.4764496546
1992-06-01,18.5,6.5,0,7.8,1,12.3508478124
1992-06-02,18.8,9,0,0.5,5,7.2430395646
1992-06-03,13.7,7.7,0,,0,10.9692275487
1992-06-04,15.5,8.2,0.5,6.1,2,11.4716349173
1992-06-05,15.2,13.1,0,0,7,3.3493824576
1992-06-06,15.8,10.6,0,0,7,4.4797990371
1992-06-07,14.2,12,3.2,0,8,1.5072221059
1992-06-08,15.4,10.7,25.5,0,8,1.3816202638
1992-06-09,11.9,6.7,0,7.7,3,11.8484404438
1992-06-10,14.4,5.8,0,2,4,7.3686414067
1992-06-11,14,5.2,0,6.3,1,9.127067197
1992-06-12,15.5,8.4,0.5,5.9,3,10.9692275487
1992-06-13,17.4,12.9,3.4,0,8,4.3541971949
1992-06-14,17.8,13.9,41.6,0,8,2.2608331589
1992-06-15,18.7,14.9,0,0,8,2.2608331589
1992-06-16,18.8,13,0,0,7,2.7632405275
1992-06-17,21.5,15.5,0,6.2,5,10.46682018
1992-06-18,22.9,14.6,0,5.1,3,10.2156164957
1992-06-19,22.9,17.3,8.1,0.1,7,7.1174377224
1992-06-20,22.1,17.4,2.3,2.5,8,8.2478543019
1992-06-21,16.3,11,0,2.3,5,7.6198450911
1992-06-22,14.9,10.5,4.7,0,7,0.6280092108
1992-06-23,14.1,10.9,0.6,0,8,2.2608331589
1992-06-24,19.8,13.6,0,0,8,2.7632405275
1992-06-25,26.2,18.7,4.7,3.4,6,8.4990579862
1992-06-26,22.1,9.8,3.8,0.4,8,5.6102156165
1992-06-27,11.3,3.3,0,7.7,2,11.220431233
1992-06-28,11.4,2,0,3.3,5,9.3782708813
1992-06-29,14,2.8,0,7.2,0,10.7180238644
1992-06-30,13.4,2.8,0,,1,10.46682018
1992-07-01,14.2,5,0,4.2,5,9.6294745656
1992-07-02,11.7,5.6,0,5.2,4,9.3782708813
1992-07-03,12.1,4.7,0,,5,10.5924220222
1992-07-04,12.4,8.6,0,0.3,3,3.8517898263
1992-07-05,9.8,4.5,0,1.5,5,6.2382248273
1992-07-06,10.4,2.1,0,,2,11.220431233
1992-07-07,11.4,0.8,0,7.2,3,12.0996441281
1992-07-08,13.5,5.2,0,4.6,5,10.5924220222
1992-07-09,16.8,4.8,0,,2,12.8532551811
1992-07-10,20.6,11.8,0,3,6,8.2478543019
1992-07-11,22,13,0,6.4,3,9.9644128114
1992-07-12,20.3,14.9,20.6,0,7,4.9822064057
1992-07-13,17.6,8.3,14.8,0,8,1.6328239481
1992-07-14,9.3,6.4,0,2,7,7.2430395646
1992-07-15,8,2.6,0,3.5,4,7.7454469332
1992-07-16,7.9,-1,0,3.8,3,10.2156164957
1992-07-17,9,0.5,0,2,6,9.9644128114
1992-07-18,8.1,4.3,1.4,0.7,8,4.3541971949
1992-07-19,12.8,4.4,0,7.4,5,12.6020514968
1992-07-20,15.9,7.6,0,5,6,10.46682018
1992-07-21,10.8,2.8,0,7.3,1,12.4764496546
1992-07-22,10,2.1,0,7.7,3,11.8484404438
1992-07-24,8.9,4,0,5.5,5,11.220431233
1992-07-25,13.4,7.8,3.1,3,5,8.373456144
1992-07-26,13.3,5.9,2.7,0.2,7,3.3493824576
1992-07-27,14.3,2.6,0,7.8,1,11.7228386016
1992-07-28,10.8,6.8,0,0.3,4,4.6054008792
1992-07-29,14,5.9,3.9,0,8,3.3493824576
1992-07-30,13.2,7.2,0,5.4,5,11.4716349173
1992-07-31,9.9,2.7,0,6.7,5,11.974042286
1992-08-01,12.1,0.9,0,,3,10.3412183379
1992-08-02,11.9,1.5,0,6.7,4,12.9788570232
1992-08-03,10.9,6.5,0,2.6,4,10.46682018
1992-08-04,13.4,2.1,0,6,3,12.7276533389
1992-08-05,16,5.3,0,,3,14.8628846556
1992-08-06,21.3,10,12.1,5,4,11.0948293908
1992-08-07,18.8,10,0,5.1,4,12.4764496546
1992-08-08,13,3,0,,0,14.7372828135
1992-08-09,12.1,6.1,0,7.3,2,15.3652920243
1992-08-10,16.1,5.1,0,4.9,4,11.4716349173
1992-08-11,16.5,5,0,8.4,2,14.8628846556
1992-08-12,18.4,4.5,0,7.8,1,14.9884864978
1992-08-13,20.3,8,0,7.8,3,14.360477287
1992-08-14,17,8.3,0,7.2,3,14.6116809713
1992-08-15,18.4,10.2,0,,1,16.3701067616
1992-08-16,21.7,9.6,0,,2,14.4860791292
1992-08-17,21.9,9,0,,0,14.2348754448
1992-08-18,16.7,10.1,0,4.9,4,11.220431233
1992-08-19,18.3,10.6,0,6,4,13.2300607076
1992-08-20,21.9,12.4,0,,0,15.4908938664
1992-08-21,21.8,13,8.5,,2,16.5794431652
1992-08-22,19.7,12.8,3.3,2.7,6,7.9966506175
1992-08-23,20.9,7.5,0,,0,16.9562486916
1992-08-24,22.7,8.3,0,,0,17.7098597446
1992-08-25,23.3,14,0,,0,17.5842579024
1992-08-26,21.5,14,0,7.9,3,15.8676993929
1992-08-27,24.5,13.1,0,5.6,7,13.9836717605
1992-08-28,13.6,9.6,0,0,8,5.8614193008
1992-08-29,18,13.4,41.1,1.7,8,5.8614193008
1992-08-30,16.6,10.4,12.7,0,8,2.8888423697
1992-08-31,13.5,8.4,0.1,0,8,7.7454469332
1992-09-01,10.9,7,0,,8,5.8614193008
1992-09-02,12,8.1,0,0,7,6.6150303538
1992-09-03,15.2,6.1,0,4.4,4,13.3556625497
1992-09-04,19.7,6.4,0,8.1,3,17.7098597446
1992-09-05,17.9,11.6,0,,2,19.0914800084
1992-09-06,15.4,8,0,8.4,3,18.2122671133
1992-09-07,17.4,10.5,0,,0,20.7243039565
1992-09-08,19.1,12.6,0,,1,19.4682855349
1992-09-09,19,13.8,0,0,6,6.3638266695
1992-09-10,21,15.2,31.4,2.2,8,11.7228386016
1992-09-11,19.7,14.6,0.5,1.7,6,9.3782708813
1992-09-12,16.6,12.9,0,0,8,4.4797990371
1992-09-13,18,7.2,0,,0,21.2267113251
1992-09-14,21.9,10.8,0,,0,22.1059242202
1992-09-15,23.2,10.4,0,,0,20.5987021143
1992-09-16,20.1,14.6,0,1.5,5,8.7502616705
1992-09-17,18.6,14.2,18.9,0.7,5,5.3590119322
1992-09-18,17.5,9,0,7.6,2,20.0962947457
1992-09-19,21.9,8.8,0,7.8,3,22.1059242202
1992-09-20,26.2,12.7,0,,0,22.3571279045
1992-09-21,26.6,11.6,15.1,3.5,6,8.8758635127
1992-09-22,18.4,8,0,,1,22.6083315889
1992-09-23,20.9,7.3,0,8.5,2,21.4779150094
1992-09-24,19.5,13.2,1.5,3.6,6,14.8628846556
1992-09-25,12.9,5.4,0,8.2,3,19.593887377
1992-09-26,14,4.7,0.5,3.6,6,14.360477287
1992-09-27,17.7,8.5,0,8.9,3,22.8595352732
1992-09-28,21.1,7.2,0,,1,23.0688716768
1992-09-29,24.3,13.5,0,,1,23.8224827297
1992-09-30,25.5,15.5,0,9.1,1,22.6083315889
1992-10-01,27.1,17.2,10.4,,4,20.7243039565
1992-10-02,24.5,13.4,0,,5,19.8450910613
1992-10-03,18.5,9.9,0,,3,24.4504919405
1992-10-04,24.7,15.5,16.3,,6,19.3426836927
1992-10-05,21.9,13.9,0.3,,7,12.2252459703
1992-10-06,17.1,6.4,0,,1,25.2041029935
1992-10-07,17.3,7,0,,1,24.7016956249
1992-10-08,22.2,11,0,,2,23.5712790454
1992-10-09,22.5,11.7,0,,0,25.8321122043
1992-10-10,22.5,14.8,0,,2,25.8321122043
1992-10-11,24.3,13,1.1,,4,22.8595352732
1992-10-12,23.5,13.6,0,,4,20.8499057986
1992-10-13,27.5,11.4,0,,0,25.9577140465
1992-10-14,31.5,18.7,0,,2,23.0688716768
1992-10-15,26.4,19.6,58.9,,5,8.6246598283
1992-10-16,20.7,14.8,0,,7,13.6487335148
1992-10-17,19.5,10.4,0,,3,21.9803223781
1992-10-18,19.2,8.7,0,,1,22.6083315889
1992-10-19,17.9,14.5,1.3,,7,6.0288884237
1992-10-20,20.7,9.9,0,,0,26.1251831694
1992-10-21,24.5,11.3,0,,0,25.3715721164
1992-10-22,25.7,13.4,0,,2,21.7291186937
1992-10-23,28.8,17.1,0,,0,24.5760937827
1992-10-24,31.5,19.3,0,,0,24.9110320285
1992-10-25,28.7,19.2,17,,5,13.020724304
1992-10-26,28.2,16.1,0.4,,1,23.9480845719
1992-10-27,23.9,10.5,30,,7,8.7502616705
1992-10-28,18.8,10.4,0,,4,21.8547205359
1992-10-29,22.9,10,0,,0,25.4553066778
1992-10-30,22.7,7.5,0,,0,25.6646430814
1992-10-31,25.4,8.3,0,,0,27.3393343102
1992-11-01,28.7,16.3,0,,0,26.7531923802
1992-11-02,22.6,11.5,6.5,0,6,4.3541971949
1992-11-03,18.8,8.9,0.3,9,4,20.640569395
1992-11-04,15.1,5.1,0,10.2,2,22.8176679925
1992-11-05,21,5.1,0,10.6,1,25.58090852
1992-11-06,22.7,12,0,6.8,4,18.6728072012
1992-11-07,24.2,14.4,0,10.9,1,27.5486707138
1992-11-08,25.5,16.6,0,8.6,4,25.0366338706
1992-11-10,24.2,19.6,3.3,0.7,8,9.6294745656
1992-11-11,23.7,18.5,0,2.1,7,12.7695206196
1992-11-12,24.5,14.4,0,6.7,5,20.7661712372
1992-11-13,21.7,13,0,7.4,4,21.7291186937
1992-11-14,21.9,16,42,1.2,6,9.2945363199
1992-11-15,26.8,14.6,0,10.5,3,27.0043960645
1992-11-16,21.4,10.5,0,10.2,3,24.5760937827
1992-11-17,21.6,9.9,0,10.8,2,28.3022817668
1992-11-18,24.2,13.2,0,,2,28.0929453632
1992-11-19,30.1,17.6,4.5,6.7,5,19.8869583421
1992-11-20,23.9,15.4,4.7,0.3,8,6.2382248273
1992-11-21,20.4,13,0,7,4,22.6083315889
1992-11-22,18.7,8.8,0,6.5,5,20.8917730793
1992-11-23,18.3,10.1,2.9,5.7,6,18.254134394
1992-11-24,24.6,13,0,,3,26.4601214151
1992-11-25,23.8,17,0,10.8,2,26.1251831694
1992-11-26,24,17.5,0,10,3,26.334519573
1992-11-27,26,17.1,0,,3,27.8836089596
1992-11-28,23.3,18.4,22.5,2.7,8,17.793594306
1992-11-29,22.1,18,2.2,0.3,6,8.080385179
1992-11-30,30.8,15.7,0,10.5,1,23.6131463261
1992-12-01,25.3,11.4,0,,1,27.0043960645
1992-12-02,26.4,12.3,0,,0,27.0881306259
1992-12-03,28.4,19.1,0,,0,29.1814946619
1992-12-04,30.3,20.2,0,8.6,5,24.7854301863
1992-12-05,25.7,20.9,0,3.6,8,13.9836717605
1992-12-06,28.8,17.2,0,10.7,4,26.4601214151
1992-12-07,26.8,19.5,0,9.3,2,26.4601214151
1992-12-08,26.4,21,0,3,8,18.4634707976
1992-12-09,27.4,19,68.2,2,8,12.4764496546
1992-12-10,22.5,14.1,0,7.1,6,18.6728072012
1992-12-11,23.6,13.3,0,,0,27.5486707138
1992-12-12,26.2,17.5,0,,0,28.8465564162
1992-12-13,30.2,17.4,21.8,,3,27.5486707138
1992-12-14,28.2,15.9,0,,2,30.4793803642
1992-12-15,28.2,17.6,0,,0,29.1814946619
1992-12-16,27.6,19.7,0,7.8,6,26.5438559766
1992-12-17,28.4,18.6,0,10.2,2,25.0366338706
1992-12-18,29.8,14.8,0,10.8,3,27.0043960645
1992-12-19,31.4,19,0,10.9,2,28.1766799246
1992-12-20,29.5,20.5,0,9.9,3,27.0881306259
1992-12-21,29.8,20.1,0,10.7,2,29.1814946619
1992-12-22,28.3,24,38.4,4.5,5,14.1930081641
1992-12-23,28,20.5,0,2.5,7,14.9884864978
1992-12-24,28.1,18.9,0,11,3,26.1251831694
1992-12-25,25.8,19.5,0,10.5,2,26.5438559766
1992-12-26,28.8,20.5,0,,0,29.3908310655
1992-12-27,27.5,20.1,0,8.1,5,24.3667573791
1992-12-28,29.8,20.4,0,7.3,4,24.9110320285
1992-12-29,30.3,23.2,0,3.4,7,17.7098597446
1992-12-30,30,22.6,0,7.8,5,22.0640569395
1992-12-31,26.5,21.4,10.5,2.2,7,10.0481473728
1993-01-01,25.1,20.5,0,9.3,4,25.4553066778
1993-01-02,27.5,20.5,0,7.2,6,24.7016956249
1993-01-03,30.4,21.4,0,8.8,4,27.2137324681
1993-01-04,32.1,23.3,0,,2,28.8465564162
1993-01-05,33.8,23.5,0,10.5,4,23.0688716768
1993-01-06,33.6,25.1,0,5.6,4,20.0125601842
1993-01-07,30.7,19.5,35.7,6.4,7,16.6213104459
1993-01-08,30.8,19.6,0,8.6,6,24.5760937827
1993-01-09,26.6,17.4,0,10.8,1,26.6694578187
1993-01-10,32.1,19.8,0,,2,26.6694578187
1993-01-11,35.9,23,0,,0,27.967343521
1993-01-12,35.1,23,0,,0,27.7580071174
1993-01-13,35.1,25.7,0,10.2,3,23.2782080804
1993-01-14,36,26.2,5,7,5,19.0077454469
1993-01-15,31.9,24.4,13.3,8.6,6,20.8917730793
1993-01-16,28.9,20.4,8.6,3.4,8,27.0043960645
1993-01-17,24.9,11.5,0,,1,27.6324052753
1993-01-18,23.2,15.6,0,3.4,6,17.0399832531
1993-01-19,29.4,19.6,0,10.8,3,26.334519573
1993-01-20,29.6,18.3,0,10.8,2,27.6324052753
1993-01-21,32,21.5,0,9.8,3,25.2459702742
1993-01-22,35.2,24.4,0,8,5,21.1848440444
1993-01-23,32.4,26.6,0,9.6,4,24.4923592213
1993-01-24,30.4,20.8,28.8,4.8,4,14.1092736027
1993-01-25,27.8,19.5,0,8,5,20.0125601842
1993-01-26,29.8,17,0,,1,25.9995813272
1993-01-27,32.9,22.6,0,10.4,3,24.9110320285
1993-01-28,33,23.5,0,7.2,4,18.4634707976
1993-01-29,30.3,22,0,,0,25.3715721164
1993-01-30,30.6,22,31,4.3,4,18.254134394
1993-01-31,28.6,18,5.6,2.9,4,15.5327611472
1993-02-01,28.9,16.9,0,,1,28.3860163282
1993-02-02,27.4,20.2,0,9.8,2,22.2733933431
1993-02-03,29.9,19,0,10,2,22.8176679925
1993-02-04,29.4,23,0,,0,36.2989323843
1993-02-05,30.6,23.4,0,,3,25.4553066778
1993-02-06,26.6,16.4,11.1,1.3,8,18.6728072012
1993-02-07,16.7,13.5,31.4,0,8,3.8099225455
1993-02-08,15.9,12.5,68.2,0,8,3.0563114926
1993-02-09,16,12.2,20,0,8,5.4846137743
1993-02-10,29.8,14.4,0,11,2,23.6968808876
1993-02-11,31.2,17.8,0,10.9,2,24.1574209755
1993-02-12,27,20,0,3.3,5,15.7420975508
1993-02-13,28.4,19.7,0,9.5,2,24.9110320285
1993-02-14,32.4,20.4,0,,0,23.6968808876
1993-02-15,32.6,21,0,,1,19.2170818505
1993-02-16,32,24.4,0,,1,23.8224827297
1993-02-17,28.9,22.6,3,5.7,5,18.6728072012
1993-02-18,30,21.2,0,7.3,4,19.5520200963
1993-02-19,29.4,20.3,1.5,9.6,3,15.9514339544
1993-02-20,25.4,17,0,2.4,6,13.6487335148
1993-02-21,23.1,12.3,0,10,1,24.2411555369
1993-02-22,25.4,18.6,0,9.2,1,23.6131463261
1993-02-23,27.2,19.7,0,,2,25.873979485
1993-02-24,27.2,20.5,0,9,2,24.3667573791
1993-02-25,27.9,20.5,0,,0,24.7016956249
1993-02-26,28.4,21.6,0,9.4,2,25.2459702742
1993-02-27,30,21.5,0,,2,24.4923592213
1993-02-28,28.3,20.2,0,3.1,4,13.8580699184
1993-03-01,24.3,14.4,0,8.1,4,16.7050450073
1993-03-02,26.9,14.1,0,7,4,18.7984090433
1993-03-03,24.4,14.7,0,9.1,2,16.7050450073
1993-03-04,23.6,17.4,0,,2,21.1848440444
1993-03-05,23.7,17.3,0,8.4,3,25.7902449236
1993-03-06,25.7,19,2.7,5,7,16.160770358
1993-03-07,28.3,18.4,0,9.4,2,19.0077454469
1993-03-08,31.3,16.8,0,,0,17.0818505338
1993-03-09,30.6,18.2,0,,0,21.4360477287
1993-03-10,31.4,20.6,0,,0,22.1896587817
1993-03-11,31.4,22.8,0,,1,21.3104458865
1993-03-12,26.8,22.3,3,0,6,3.9355243877
1993-03-13,29.3,20,0,8.5,3,19.8869583421
1993-03-14,30.3,21.9,39,7,5,19.0077454469
1993-03-15,26.6,19.5,21.7,0,7,1.6328239481
1993-03-16,25.9,19.7,0,2.2,5,12.2252459703
1993-03-17,28.3,21,0,3.8,3,10.927360268
1993-03-18,31.2,20.7,32.1,4.7,2,10.927360268
1993-03-19,26.1,19,0,,3,11.1366966716
1993-03-20,22,11.4,0,8.8,1,10.2574837764
1993-03-21,24.2,16.6,0,8.2,4,18.6728072012
1993-03-22,29.5,18,0,,0,19.5520200963
1993-03-23,29.3,17.1,0,,0,17.0399832531
1993-03-24,30.6,19.3,0,,0,19.2170818505
1993-03-25,32.2,20.2,0,,1,15.407159305
1993-03-26,33.1,21.6,0,,0,15.8258321122
1993-03-27,30.9,23.6,0,,0,17.793594306
1993-03-28,30.2,22.1,0,8.6,2,18.1285325518
1993-03-29,24.7,18,0,3.3,5,11.3460330752
1993-03-30,25.1,14.4,0,8.5,2,17.2493196567
1993-04-01,29.6,22,0,,1,17.793594306
1993-04-02,30.8,18.6,23,7,4,13.1044588654
1993-04-03,20,15.4,58.3,0,8,1.2141511409
1993-04-04,20.6,15.2,12.3,0,8,3.2656478962
1993-04-05,22.9,18.4,2.4,2.1,8,6.8662340381
1993-04-06,21.9,14,2.2,3.2,6,14.4442118484
1993-04-07,24.3,12.3,0,8.1,2,13.1044588654
1993-04-08,19.7,9.7,0,,0,15.1978229014
1993-04-09,24.8,9,0,,0,16.6213104459
1993-04-10,27,14,0,8.3,1,15.1978229014
1993-04-11,23.9,14.5,0,4.3,4,13.2300607076
1993-04-12,26.6,14.6,0,7.8,3,14.1092736027
1993-04-13,29,18.4,21.5,7,4,13.9836717605
1993-04-14,27.4,17.9,0,2.2,7,9.3782708813
1993-04-15,19.9,15.4,0,1.5,8,14.1930081641
1993-04-16,20,15.6,2.3,0,8,3.1819133347
1993-04-17,25.2,19.7,0.3,0,7,4.3541971949
1993-04-18,21.6,17,3.6,0,4,3.7261879841
1993-04-19,22.4,18.9,32.7,0,6,3.8099225455
1993-04-20,19.6,11.5,11.7,0,7,2.093364036
1993-04-21,19,8.7,0,8.4,1,13.6487335148
1993-04-22,18.8,8.6,0,,4,11.5972367595
1993-04-23,19,12.6,0,7.4,4,10.7180238644
1993-04-24,21.6,15.9,0,5.4,6,13.8580699184
1993-04-25,21.5,14.6,0,2.6,6,6.6568976345
1993-04-26,20.4,9.2,0,3.8,3,8.7502616705
1993-04-27,20.6,9.2,0,6.2,3,18.9240108855
1993-04-28,26.1,12.4,0,,1,12.2252459703
1993-04-29,25.4,14.6,0,8.1,2,10.5924220222
1993-04-30,25.4,18.3,30.1,3.1,7,6.2382248273
1993-05-01,22.3,18,1.3,0,8,4.3541971949
1993-05-02,20.6,17.2,8.7,0,6,2.6376386854
1993-05-03,20.7,16,40.8,0.6,8,4.1448607913
1993-05-04,19.9,10.8,0,6,5,9.9644128114
1993-05-05,17.2,5.7,0,8,1,12.7695206196
1993-05-06,15.8,11.6,0,1,7,6.9918358803
1993-05-07,18.9,11.4,0,1,6,5.1496755286
1993-05-08,19.1,11.8,0,5.5,5,7.9966506175
1993-05-09,21.3,16.8,0.1,0,8,4.1448607913
1993-05-10,20.4,18.6,20.5,0,8,1.0885492987
1993-05-11,19.2,14.8,0,1.1,6,4.6054008792
1993-05-12,18.2,8.3,0,2.1,6,6.5731630731
1993-05-13,19.3,11.5,0,6.2,5,10.3830856186
1993-05-14,15.6,7.7,0,7.4,2,9.7132091271
1993-05-15,17.5,7.1,0,5.9,4,9.2945363199
1993-05-16,19,9.9,0,6.5,3,11.2622985137
1993-05-17,20,10.7,0,8,2,10.927360268
1993-05-18,19.5,8.6,0,7.2,2,10.5924220222
1993-05-19,21,14.1,0,5.2,2,10.0481473728
1993-05-20,24.7,16.4,0,7.2,2,10.3830856186
1993-05-21,24,17.4,0,,0,9.9644128114
1993-05-22,25.5,16.3,15,5.4,3,7.5361105296
1993-05-23,21,15.6,16.6,5.3,5,9.2945363199
1993-05-24,19.7,7.4,6.4,2.6,6,4.8147372828
1993-05-25,12.6,3,0,,0,11.1366966716
1993-05-26,11,1.6,0,0.9,2,9.1689344777
1993-05-27,12.5,2.4,0,,0,9.6294745656
1993-05-28,13.4,3.6,0,7.5,1,10.7180238644
1993-05-29,14,7.8,0,4,6,7.6617123718
1993-05-30,15.3,5,0,8.7,3,9.7132091271
1993-05-31,10.1,3.8,0.3,3.7,6,7.6617123718
1993-06-01,12.3,0.6,0,7.5,1,9.2945363199
1993-06-02,12.9,5,0,4.7,6,8.7502616705
1993-06-03,15.3,9.4,0,3.2,7,7.326774126
1993-06-04,20.1,11.9,0,6.4,4,8.4153234247
1993-06-05,16.9,8.4,0,0.7,5,4.2704626335
1993-06-06,17.6,15,2.5,0.7,8,2.9307096504
1993-06-07,16.5,13.2,54.4,0,8,0.8792128951
1993-06-08,14.8,8,3.2,0,8,2.6376386854
1993-06-09,11.9,6.5,0,6.3,6,8.080385179
1993-06-10,12,2.6,0,5.6,4,7.7454469332
1993-06-11,13.5,6,0,4.7,6,7.326774126
1993-06-12,14.5,10.8,7.1,0,8,3.1819133347
1993-06-13,17.3,13.4,29.1,0,8,1.9677621938
1993-06-15,15.1,9.8,0,1,8,3.7261879841
1993-06-16,11.6,7.4,0,3.4,4,5.23341009
1993-06-17,14.3,4,0,7.1,2,9.2945363199
1993-06-18,14.7,5.1,0,,1,9.2945363199
1993-06-21,19,9.7,0,7.2,4,7.4105086875
1993-06-22,14.4,8,0,3,5,7.2011722839
1993-06-23,11.7,9.7,0,0,8,1.4234875445
1993-06-25,18.1,9.2,0,4.7,7,7.326774126
1993-06-26,16.6,13,0,0,7,1.0885492987
1993-06-27,14.6,10,0,2.5,5,5.0240736864
1993-06-28,16.3,8.6,0,7.1,4,8.7502616705
1993-06-29,18.2,6.4,0,8.1,2,8.4153234247
1993-06-30,20.1,8.8,0,7.2,3,8.5409252669
1993-07-01,19.3,9,0,8,2,8.5409252669
1993-07-02,10.5,4.1,0.3,5,3,6.8662340381
1993-07-03,12.3,8,0.1,0.6,7,3.0563114926
1993-07-04,13.1,6.4,13.4,2.6,6,6.7824994767
1993-07-05,11,8,17.9,0,8,1.0885492987
1993-07-06,10.9,5.2,0,7.2,4,9.3782708813
1993-07-07,14.4,4.4,0,3.7,3,8.080385179
1993-07-08,15.3,8,0,6.7,3,8.080385179
1993-07-09,14.2,4.8,0,0.8,6,6.2382248273
1993-07-10,13.5,4.2,0,1,5,5.4846137743
1993-07-11,13.1,2.1,0,6.3,2,9.2945363199
1993-07-12,11.8,4,0,6.5,2,9.3782708813
1993-07-13,10.6,5,0,3.2,6,7.5361105296
1993-07-14,10.7,0.7,0,,0,10.5086874607
1993-07-15,14.2,2.2,0,,0,10.7180238644
1993-07-16,15.3,4.6,0,,1,8.8339962319
1993-07-17,16.8,6.5,0,7.5,2,9.5038727235
1993-07-18,17.5,6.2,0,6.6,4,9.2945363199
1993-07-19,17.9,11.4,0,1,8,4.3541971949
1993-07-20,17.4,12.6,0,3.8,6,6.2382248273
1993-07-21,15.4,8.2,0,6.4,4,8.6246598283
1993-07-22,12.9,9.8,1.3,0,8,1.2978857023
1993-07-23,16.9,11.6,0,1.7,5,3.1819133347
1993-07-24,12.7,5,0,,1,11.0529621101
1993-07-25,12.1,2.8,3.8,7,6,9.6294745656
1993-07-26,14.2,7.3,0,5.4,8,9.1689344777
1993-07-27,15.9,11.5,0.1,0.1,8,6.2382248273
1993-07-28,12.5,7,0,0.1,8,3.9355243877
1993-07-29,10.9,2,0.2,7.4,5,9.1689344777
1993-07-30,11.1,4,2,1.1,5,5.23341009
1993-07-31,10.3,5.4,0,2.2,4,7.1174377224
1993-08-01,12.4,0.9,0,,1,12.1415114088
1993-08-02,14.7,1.6,0,,2,11.8065731631
1993-08-03,16.9,5.4,0,7.7,2,10.927360268
1993-08-05,17.7,13.5,0,0.3,7,3.9355243877
1993-08-06,15.5,9.6,0,0.7,7,6.9918358803
1993-08-07,12.9,10.5,0,0,8,2.5120368432
1993-08-08,13.4,4,0,7.1,3,10.2574837764
1993-08-09,15.7,2.4,0,,0,13.313795269
1993-08-10,17.5,2.2,0,,0,13.020724304
1993-08-11,21.5,7.5,0,,2,12.4764496546
1993-08-12,23.5,8.1,0,6.6,5,10.7180238644
1993-08-13,22.7,10.4,0,5.4,5,10.7180238644
1993-08-14,22.7,9.1,0,8.4,0,13.4393971112
1993-08-15,21.5,12.4,0.6,4.2,4,9.0851999163
1993-08-16,16.1,8.8,0,0,7,3.0563114926
1993-08-17,14.3,1.5,0,,0,13.8580699184
1993-08-18,19.1,5.3,0,,2,14.5279464099
1993-08-19,20.5,5.8,0,,0,14.653548252
1993-08-20,17.1,8.5,0,,0,13.5649989533
1993-08-21,18.4,11,0,,1,15.5327611472
1993-08-22,19.1,9.9,0,8.7,3,13.9836717605
1993-08-23,17.8,7.2,0,,0,12.6857860582
1993-08-24,24.1,7.7,0,,0,12.7695206196
1993-08-25,24.6,14,0,,0,11.8065731631
1993-08-26,24.4,13.4,0,,1,12.1415114088
1993-08-27,28.6,14.4,3.9,,1,12.0159095667
1993-08-28,22.3,13.7,0,6,3,6.7824994767
1993-09-01,10.9,7.6,7.8,0,8,3.1819133347
1993-09-02,11.5,6.5,0,1.8,6,6.7824994767
1993-09-03,18.9,6,0,8.6,2,14.8628846556
1993-09-04,22.2,10.3,0,8.5,2,13.4393971112
1993-09-05,20.4,8.9,0,8,3,16.4119740423
1993-09-06,16.5,9.6,6.5,0,6,3.3912497383
1993-09-07,15.6,7,0,,2,13.7743353569
1993-09-08,19.4,5.9,0,,0,16.6213104459
1993-09-09,22.5,7,0,,0,16.7050450073
1993-09-10,18.4,9.8,0,,0,16.9562486916
1993-09-11,13.9,5.5,0,8.2,2,15.9514339544
1993-09-12,18.4,9.8,0,,0,17.2493196567
1993-09-13,21.7,10.8,0,,0,18.1285325518
1993-09-14,22.4,9.2,0,,0,17.1655850952
1993-09-15,22.3,10.6,0,,0,17.793594306
1993-09-16,23.1,10.9,0,,1,16.2863722001
1993-09-17,24.8,13.6,3.3,6,5,13.9836717605
1993-09-18,20.3,14.6,1.6,1.7,6,6.9918358803
1993-09-19,22,10.7,0,7.2,5,14.653548252
1993-09-20,17.9,9.5,0,5.7,5,12.7695206196
1993-09-21,12.9,5.8,0,6.2,3,11.5972367595
1993-09-22,13,6.6,0,4.6,5,11.3460330752
1993-09-23,17.8,11.2,0,6.8,5,16.9562486916
1993-09-24,14.9,12.5,8.5,0.2,7,6.2382248273
1993-09-25,19,11.7,0,7.2,4,17.5842579024
1993-09-26,16.1,12.4,1.1,0,6,5.3590119322
